100,5,0.25,2.2076730728149414,24381.0,24383.43713068196,0.009996024289239073
100,5,0.25,0.9054319858551025,24274.0,24276.36538394537,0.009744516541851751
100,5,0.25,3.4221367835998535,23551.0,23553.349545643254,0.00997641562249499
100,5,0.25,8.029558897018433,23534.0,23536.35259791977,0.009996591823613978
100,5,0.25,3.166908025741577,23991.0,23993.387716794165,0.00995255218275428
100,5,0.25,0.9667949676513672,24613.0,24615.407964897404,0.009783305153389925
100,5,0.25,0.2800319194793701,25591.0,25593.47901553627,0.009687060045608254
100,5,0.25,0.8819708824157715,23410.0,23412.252272007016,0.009620982516085234
100,5,0.25,1.3809919357299805,24216.0,24218.40200861847,0.009919097367311835
100,5,0.25,1.2595469951629639,24411.0,24413.415244992306,0.009894084602457113
100,5,0.5,0.310683012008667,42757.0,42761.14925930976,0.009704280725395413
100,5,0.5,0.6487340927124023,42545.0,42549.161399426346,0.009781171527432528
100,5,0.5,8.788384199142456,41968.0,41972.18846142069,0.009980131101521392
100,5,0.5,1.6006979942321777,45090.0,45094.501970511476,0.009984410094201618
100,5,0.5,1.0941169261932373,42218.0,42222.21220590254,0.009977274865086755
100,5,0.5,0.3256199359893799,42927.0,42931.26282778146,0.009930411585851135
100,5,0.5,0.2563490867614746,42009.0,42013.12808578885,0.009826669972740803
100,5,0.5,2.7593929767608643,45020.0,45024.48508189157,0.00996242090531521
100,5,0.5,0.2370140552520752,43441.0,43445.3394430665,0.009989279865793513
100,5,0.5,0.7193701267242432,44554.0,44558.379197496484,0.009828965965983427
100,5,0.75,0.29167699813842773,59822.0,59827.90027813996,0.009863057303268516
100,5,0.75,0.35785698890686035,62081.0,62086.67106429245,0.009134943529343544
100,5,0.75,0.6074588298797607,59802.0,59807.905220930734,0.009874621134299466
100,5,0.75,0.9914250373840332,60479.0,60485.02114880027,0.009955767787608637
100,5,0.75,0.7004120349884033,61091.0,61097.10530087414,0.009993781202037021
100,5,0.75,0.7998600006103516,58959.0,58964.89442505981,0.009997498362941965
100,5,0.75,0.48334813117980957,61538.0,61544.14132487028,0.009979727762164981
100,5,0.75,0.45300722122192383,61520.0,61525.949975486554,0.009671611649144554
100,5,0.75,0.1934049129486084,59453.0,59458.75100298779,0.009673192248984096
100,5,0.75,1.215358018875122,59965.0,59970.97869996732,0.009970315963184068
